time	blank	anc1	anc2	anc3	anc4	anc5	anc6	anc7	anc8	anc9	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10
1950	0.12784	1.50796	1.57786	1.57686	1.57288	1.56744	1.55914	1.54142	1.53476	1.54124	1.61424	1.64254	1.53864	1.59234	1.6176	1.64988	1.51664	1.54556	1.60348	1.61652	1.46214	1.55118	1.47692	1.52382	1.3807	1.41472	1.474	1.53102	1.48756	1.44504	1.23686	1.24542	1.2256	1.25616	1.11932	1.10954	1.26228	1.29346	1.1129	1.10506
1980	0.1278	1.50846	1.57864	1.57758	1.57338	1.56722	1.55972	1.54212	1.53568	1.54174	1.6143	1.64212	1.53874	1.59222	1.6177	1.65042	1.51752	1.5464	1.60342	1.61634	1.46286	1.55192	1.47712	1.52438	1.38152	1.41562	1.47452	1.53126	1.48826	1.44538	1.23828	1.24672	1.22764	1.25602	1.1206	1.11114	1.2634	1.29444	1.11448	1.1068
2010	0.12788	1.50852	1.57878	1.57768	1.57378	1.56756	1.55984	1.54254	1.53602	1.54218	1.61454	1.64272	1.53918	1.59262	1.61826	1.65048	1.51816	1.5463	1.60382	1.61662	1.46394	1.5529	1.47764	1.52476	1.38226	1.41618	1.4748	1.53166	1.48842	1.4467	1.24008	1.2489	1.22918	1.25836	1.12248	1.1136	1.26444	1.29542	1.11674	1.10832
2040	0.12796	1.50916	1.57932	1.5782	1.57418	1.56818	1.56102	1.5431	1.53624	1.54256	1.61528	1.64352	1.54	1.59384	1.6187	1.65098	1.51898	1.54702	1.60484	1.61772	1.46504	1.55326	1.47828	1.52508	1.38336	1.4169	1.47614	1.533	1.48918	1.44728	1.24134	1.2502	1.23034	1.25954	1.12378	1.11568	1.26532	1.2962	1.1187	1.11106
2070	0.12788	1.50932	1.5792	1.57812	1.57416	1.56908	1.56082	1.5429	1.53632	1.54248	1.61526	1.6435	1.54006	1.59364	1.61826	1.65078	1.51938	1.54742	1.60424	1.61788	1.46518	1.55348	1.47922	1.52614	1.38514	1.41856	1.47726	1.5336	1.48984	1.4476	1.24306	1.25154	1.23264	1.26196	1.12718	1.11846	1.26728	1.29718	1.12158	1.11378
2100	0.12796	1.50962	1.5795	1.5785	1.57446	1.56874	1.5618	1.54334	1.53688	1.54266	1.61554	1.64356	1.54036	1.5939	1.61868	1.65058	1.51964	1.54716	1.6047	1.6182	1.46554	1.55382	1.47958	1.5268	1.38548	1.41908	1.47712	1.53408	1.49068	1.44826	1.24324	1.25234	1.23276	1.26212	1.12792	1.11966	1.26762	1.2985	1.12188	1.1146
2130	0.12794	1.51002	1.57976	1.57874	1.5752	1.56934	1.56192	1.54362	1.53728	1.54284	1.6158	1.64362	1.54112	1.59452	1.61918	1.65142	1.52	1.54838	1.60518	1.61848	1.4665	1.55474	1.48022	1.52724	1.38654	1.4206	1.47788	1.53424	1.49158	1.44864	1.24464	1.25404	1.23478	1.2635	1.12954	1.12114	1.26854	1.29962	1.12392	1.11612
2160	0.12814	1.51044	1.5807	1.57904	1.57574	1.56926	1.56204	1.5443	1.53796	1.54354	1.61624	1.64438	1.54132	1.59532	1.61962	1.6516	1.52084	1.54868	1.60546	1.61888	1.46718	1.5553	1.48114	1.52804	1.3873	1.42174	1.4787	1.53508	1.4919	1.44932	1.24648	1.25574	1.236	1.26436	1.13132	1.12344	1.27002	1.30088	1.12634	1.11914
2190	0.12804	1.51082	1.58108	1.57912	1.57564	1.56962	1.56264	1.54446	1.5384	1.54406	1.61608	1.64436	1.54138	1.59524	1.61936	1.65144	1.52048	1.5487	1.60552	1.61942	1.46838	1.55564	1.48154	1.52842	1.38828	1.42234	1.47938	1.5354	1.4927	1.45054	1.24712	1.25736	1.2378	1.266	1.13338	1.12518	1.27102	1.3022	1.1279	1.12108
2220	0.128	1.5109	1.58142	1.57916	1.57574	1.56994	1.56298	1.54482	1.53834	1.54464	1.61674	1.64482	1.542	1.596	1.62014	1.65166	1.52112	1.5494	1.60628	1.6195	1.46894	1.5561	1.4823	1.52928	1.38918	1.42336	1.48058	1.53646	1.4932	1.45058	1.24858	1.2582	1.23856	1.26696	1.13548	1.1269	1.27272	1.30304	1.12982	1.12328
2250	0.12804	1.51144	1.58168	1.57942	1.57618	1.56984	1.56278	1.5447	1.5389	1.54504	1.61666	1.64494	1.5419	1.59612	1.62012	1.65178	1.52142	1.5498	1.60636	1.61962	1.46902	1.55698	1.48332	1.5294	1.38962	1.42372	1.48088	1.53652	1.4936	1.45188	1.25014	1.25936	1.2398	1.26836	1.13736	1.12856	1.27258	1.30362	1.13208	1.12456
2280	0.12792	1.51196	1.58166	1.58022	1.57632	1.57004	1.56324	1.54506	1.53922	1.5454	1.61724	1.6452	1.54286	1.59636	1.62054	1.65208	1.52174	1.5501	1.60686	1.61986	1.4697	1.55706	1.48388	1.53014	1.3907	1.42494	1.48174	1.53706	1.49462	1.45236	1.251	1.2615	1.24082	1.26958	1.1383	1.13058	1.27424	1.305	1.13378	1.12612
2310	0.12804	1.51232	1.58174	1.58016	1.5765	1.57056	1.56356	1.54558	1.54002	1.54554	1.61772	1.64576	1.54342	1.59676	1.62098	1.65278	1.52238	1.55064	1.6072	1.62014	1.47094	1.55778	1.48378	1.53106	1.39136	1.42556	1.4825	1.538	1.49514	1.45348	1.2522	1.2626	1.24194	1.27094	1.1405	1.1326	1.27548	1.30644	1.13532	1.12886
2340	0.12804	1.5127	1.58244	1.58046	1.57708	1.5705	1.56422	1.54642	1.54044	1.54568	1.61792	1.64588	1.54362	1.59692	1.6212	1.65304	1.52278	1.55106	1.60748	1.62034	1.47162	1.55848	1.48464	1.53174	1.39268	1.42672	1.48298	1.53852	1.49594	1.45436	1.2539	1.26372	1.24316	1.2716	1.14176	1.13364	1.27662	1.30736	1.13672	1.131
2370	0.12818	1.51334	1.5824	1.58062	1.57682	1.57112	1.56442	1.54656	1.54062	1.5462	1.61792	1.64586	1.54424	1.59746	1.62152	1.65294	1.52352	1.55184	1.6077	1.62076	1.47248	1.55886	1.48526	1.53196	1.39374	1.42704	1.48366	1.5391	1.49698	1.45472	1.25502	1.26506	1.24466	1.2729	1.14348	1.13626	1.27778	1.3088	1.1392	1.13346
2400	0.12804	1.51324	1.5825	1.58116	1.57738	1.57142	1.56446	1.54654	1.541	1.54632	1.61808	1.64602	1.5441	1.59766	1.62178	1.65328	1.52384	1.55206	1.60814	1.62058	1.47236	1.55888	1.4855	1.53234	1.3938	1.4277	1.48382	1.53928	1.49758	1.4547	1.25598	1.26624	1.2451	1.2741	1.14484	1.13804	1.27944	1.30964	1.14118	1.13474
2430	0.1281	1.51364	1.58268	1.58132	1.57752	1.5719	1.56452	1.54734	1.54154	1.54702	1.61846	1.64614	1.5448	1.59802	1.62222	1.6532	1.52426	1.55228	1.60854	1.6212	1.47348	1.55982	1.48666	1.53318	1.39458	1.42844	1.4847	1.53998	1.4979	1.45544	1.25708	1.2678	1.24678	1.2756	1.14708	1.13998	1.28036	1.31072	1.14324	1.13692
2460	0.12818	1.51396	1.58312	1.58136	1.5779	1.57188	1.56512	1.54738	1.54202	1.54704	1.61898	1.64634	1.54516	1.59792	1.62294	1.6537	1.52444	1.55258	1.60882	1.6219	1.4742	1.56054	1.48726	1.53388	1.3961	1.42996	1.4851	1.5409	1.49864	1.45642	1.25876	1.26918	1.24812	1.27676	1.14882	1.1421	1.28134	1.31198	1.14492	1.13862
2490	0.12836	1.51446	1.58344	1.58206	1.57852	1.57224	1.56558	1.54732	1.5426	1.54784	1.61972	1.64716	1.54572	1.59858	1.62302	1.65444	1.52482	1.55328	1.60874	1.62198	1.47486	1.56102	1.4879	1.53434	1.39664	1.43044	1.48582	1.5414	1.49922	1.45714	1.25966	1.27034	1.24982	1.27824	1.1513	1.14428	1.28302	1.31278	1.14618	1.14042
2520	0.12828	1.51472	1.58324	1.5822	1.5784	1.57252	1.5657	1.54798	1.54316	1.54812	1.61938	1.64706	1.54598	1.59858	1.62308	1.65408	1.5251	1.55326	1.60916	1.62212	1.47534	1.56114	1.48842	1.53464	1.3978	1.43114	1.48652	1.54196	1.5002	1.45744	1.26088	1.27132	1.25066	1.279	1.15228	1.14606	1.2833	1.31388	1.14774	1.14208
2550	0.12836	1.51498	1.58376	1.58234	1.57836	1.57298	1.56596	1.54834	1.54342	1.54874	1.61976	1.64716	1.54628	1.59868	1.6232	1.6539	1.52544	1.55356	1.6095	1.62218	1.4762	1.5621	1.4889	1.53524	1.39858	1.43198	1.48726	1.54182	1.50044	1.45842	1.26206	1.27292	1.2527	1.28052	1.15422	1.14786	1.2843	1.3149	1.15016	1.14322
2580	0.1284	1.51558	1.5841	1.58258	1.5785	1.5727	1.56662	1.5486	1.54378	1.5492	1.6202	1.64748	1.54692	1.59914	1.62326	1.65452	1.52634	1.55394	1.61	1.62242	1.47716	1.5626	1.49008	1.53624	1.39936	1.43304	1.48804	1.54302	1.5011	1.45918	1.26304	1.2742	1.25342	1.28194	1.15624	1.1493	1.28578	1.3159	1.15066	1.14478
2610	0.1284	1.51612	1.58424	1.5831	1.57874	1.57334	1.56654	1.54934	1.54386	1.54932	1.62058	1.64826	1.54732	1.5993	1.62376	1.65474	1.52688	1.5546	1.61024	1.6229	1.47708	1.56304	1.49062	1.53656	1.40048	1.43408	1.48884	1.54326	1.50166	1.45984	1.26422	1.27538	1.25434	1.28378	1.15788	1.15088	1.28678	1.31714	1.15236	1.14686
2640	0.12836	1.51624	1.58468	1.58314	1.57912	1.57384	1.56674	1.5493	1.54402	1.54926	1.62092	1.64838	1.5478	1.59966	1.62374	1.65526	1.52646	1.55482	1.61068	1.62332	1.4779	1.56348	1.49116	1.5371	1.40088	1.43486	1.48988	1.544	1.50218	1.46068	1.26512	1.27714	1.25576	1.28418	1.1592	1.15248	1.28766	1.31834	1.1552	1.14896
2670	0.12832	1.51654	1.5852	1.5836	1.57938	1.57432	1.56726	1.54926	1.54434	1.54988	1.62128	1.6484	1.54822	1.60036	1.62406	1.65546	1.52676	1.555	1.61118	1.62354	1.47898	1.56402	1.49162	1.53794	1.40208	1.43576	1.49062	1.54452	1.50304	1.461	1.26704	1.27824	1.25746	1.28528	1.16174	1.1542	1.2888	1.31908	1.1569	1.1504
2700	0.1285	1.51642	1.58504	1.58378	1.5798	1.57436	1.56814	1.54978	1.5452	1.55	1.62172	1.6488	1.54866	1.60082	1.62468	1.65606	1.52694	1.55562	1.61162	1.62422	1.47916	1.56432	1.49222	1.53862	1.40286	1.43676	1.49134	1.5452	1.50378	1.46218	1.26788	1.27978	1.25824	1.28664	1.16274	1.1556	1.28942	1.31986	1.15894	1.1518
2730	0.12832	1.51654	1.58522	1.58364	1.5799	1.5744	1.56826	1.55038	1.54562	1.5506	1.62186	1.64904	1.54888	1.60068	1.62482	1.65618	1.52732	1.55588	1.61186	1.62414	1.48026	1.5648	1.49308	1.539	1.40368	1.4374	1.49154	1.546	1.50438	1.46234	1.26916	1.28102	1.26004	1.28826	1.1648	1.15808	1.29126	1.32146	1.16014	1.15374
2760	0.12846	1.51744	1.58568	1.58428	1.58016	1.5747	1.56892	1.551	1.54614	1.5517	1.62222	1.64942	1.55	1.60104	1.62488	1.6565	1.52786	1.55636	1.61242	1.62476	1.48124	1.5655	1.49364	1.5393	1.40436	1.43822	1.49228	1.54632	1.50514	1.46378	1.2703	1.28194	1.2612	1.28896	1.16618	1.16016	1.29212	1.3226	1.16144	1.15528
2790	0.12842	1.51758	1.58616	1.58482	1.58012	1.57508	1.56904	1.5514	1.54648	1.55126	1.62248	1.64942	1.55046	1.60132	1.62566	1.65688	1.52842	1.55636	1.61304	1.62532	1.48188	1.56598	1.49412	1.54002	1.40476	1.43878	1.49314	1.5471	1.50554	1.4638	1.2715	1.28338	1.26216	1.29016	1.16746	1.1613	1.2927	1.32422	1.1629	1.15692
2820	0.12848	1.51798	1.5868	1.58512	1.58082	1.57578	1.56928	1.5518	1.5473	1.55208	1.62298	1.65018	1.55072	1.6023	1.6259	1.65718	1.5289	1.55692	1.61312	1.62534	1.48294	1.56658	1.49518	1.54088	1.40668	1.43994	1.49438	1.5482	1.50644	1.46488	1.27338	1.28426	1.2634	1.29098	1.16926	1.16296	1.29364	1.32484	1.16406	1.1582
2850	0.12846	1.51832	1.58706	1.58538	1.58084	1.57568	1.56984	1.5518	1.54746	1.552	1.62322	1.65036	1.55134	1.60198	1.62628	1.657	1.52886	1.55714	1.61314	1.6254	1.48392	1.56706	1.49578	1.54098	1.40672	1.44074	1.49496	1.54834	1.50718	1.4655	1.27384	1.28578	1.26408	1.29262	1.17084	1.1642	1.29532	1.32624	1.16536	1.15936
